tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan,tot_active_loans_cnt,tot_active_loans_sum,avg_loan_sum,avg_days_between_contracts
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,1121317,70,1,1121317,1121317,0.0
-3,-3,-3,-3,-3,-3,-3.0
0,-1,807,0,-1,-1,0.0
1,1121317,70,1,1121317,1121317,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,-1,807,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,1121317,70,1,1121317,1121317,0.0
0,31022042493,68,1,31022042493,31022042493,0.0
-3,-3,-3,-3,-3,-3,-3.0
1,1121317,70,1,1121317,1121317,0.0
0,-1,807,0,-1,-1,0.0
0,31022042493,68,1,31022042493,31022042493,0.0
-3,-3,-3,-3,-3,-3,-3.0
0,-1,807,0,-1,-1,0.0
0,31022042493,68,1,31022042493,31022042493,0.0
-3,-3,-3,-3,-3,-3,-3.0
0,31022042493,68,1,31022042493,31022042493,0.0
7,953687751,74,2,970354417,485177208,522.5
0,426275198,139,3,426275198,142091732,229.14285714285714
-3,-3,-3,-3,-3,-3,-3.0
0,426275198,139,3,426275198,142091732,229.14285714285714
7,953687751,74,2,970354417,485177208,522.5
-3,-3,-3,-3,-3,-3,-3.0
7,1148778676,54,2,1148778676,574389338,455.25
7,953687751,74,2,970354417,485177208,522.5
-3,-3,-3,-3,-3,-3,-3.0
7,1148778676,54,2,1148778676,574389338,455.25
7,953687751,74,2,970354417,485177208,522.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
7,1148778676,54,2,1148778676,574389338,455.25
-3,-3,-3,-3,-3,-3,-3.0
7,1148778676,54,2,1148778676,574389338,455.25
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
5,32700000000,13,1,32700000000,32700000000,185.22222222222223
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
5,32700000000,13,1,32700000000,32700000000,185.22222222222223
-3,-3,-3,-3,-3,-3,-3.0
0,0,370,0,-1,-1,728.3333333333334
6,0,282,0,-1,-1,97.33333333333333
0,0,187,1,309600000,309600000,170.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,370,0,-1,-1,728.3333333333334
0,0,1063,0,-1,-1,0.0
6,0,282,0,-1,-1,97.33333333333333
0,0,187,1,309600000,309600000,170.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
6,0,282,0,-1,-1,97.33333333333333
0,0,1063,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
6,0,282,0,-1,-1,97.33333333333333
-3,-3,-3,-3,-3,-3,-3.0
0,0,1063,0,-1,-1,0.0
8,0,4,3,410000000,136666666,65.27777777777777
0,0,1063,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
8,0,4,3,410000000,136666666,65.27777777777777
-3,-3,-3,-3,-3,-3,-3.0
3,0,0,1,411000000,411000000,550.3333333333334
1,1483485809,294,2,1483485809,741742904,356.8
8,0,4,3,410000000,136666666,65.27777777777777
3,0,0,1,411000000,411000000,550.3333333333334
8,0,4,3,410000000,136666666,65.27777777777777
1,1483485809,294,2,1483485809,741742904,356.8
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,1330,0,-1,-1,175.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,1330,0,-1,-1,175.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,1330,0,-1,-1,175.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,122,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,1330,0,-1,-1,175.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1357,0,-1,-1,34.5
2,0,122,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,3281945205,151,1,3281945205,3281945205,0.0
0,0,195,1,151200000,151200000,545.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1357,0,-1,-1,34.5
1,491809096,118,2,491809096,245904548,169.33333333333334
-3,-3,-3,-3,-3,-3,-3.0
0,0,195,1,151200000,151200000,545.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
0,3281945205,151,1,3281945205,3281945205,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1357,0,-1,-1,34.5
1,491809096,118,2,491809096,245904548,169.33333333333334
0,0,1357,0,-1,-1,34.5
-3,-3,-3,-3,-3,-3,-3.0
0,3281945205,151,1,3281945205,3281945205,0.0
1,0,-1,0,-1,-1,-1.0
0,3281945205,151,1,3281945205,3281945205,0.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
12,3319227081,71,7,3319227081,474175297,96.0
12,3319227081,71,7,3319227081,474175297,96.0
1,0,-1,0,-1,-1,-1.0
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,4681739639,88,5,4681739639,936347927,90.2
3,1923205715,168,2,1992205715,996102857,62.916666666666664
2,10435758829,172,1,10435758829,10435758829,1166.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,4681739639,88,5,4681739639,936347927,90.2
3,1923205715,168,2,1992205715,996102857,62.916666666666664
2,10435758829,172,1,10435758829,10435758829,1166.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,10435758829,172,1,10435758829,10435758829,1166.5
3,1923205715,168,2,1992205715,996102857,62.916666666666664
2,10435758829,172,1,10435758829,10435758829,1166.5
3,1923205715,168,2,1992205715,996102857,62.916666666666664
0,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,-1,0,-1,-1,-1.0
0,0,-1,0,-1,-1,-1.0
2,0,1160,0,-1,-1,392.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,1160,0,-1,-1,392.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,1160,0,-1,-1,392.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,1160,0,-1,-1,392.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,11942774100,95,4,12181990300,3045497575,132.14285714285714
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,11942774100,95,4,12181990300,3045497575,132.14285714285714
-3,-3,-3,-3,-3,-3,-3.0
0,1494204,1023,1,1494204,1494204,20.0
0,11942774100,95,4,12181990300,3045497575,132.14285714285714
0,1494204,1023,1,1494204,1494204,20.0
0,11942774100,95,4,12181990300,3045497575,132.14285714285714
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,187,1,309600000,309600000,170.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,187,1,309600000,309600000,170.0
6,0,378,0,-1,-1,0.0
6,0,378,0,-1,-1,0.0
1,0,147,0,-1,-1,309.5
-3,-3,-3,-3,-3,-3,-3.0
1,0,147,0,-1,-1,309.5
5,2655000001,68,2,2657874667,1328937333,104.5
-3,-3,-3,-3,-3,-3,-3.0
5,2655000001,68,2,2657874667,1328937333,104.5
-3,-3,-3,-3,-3,-3,-3.0
0,0,-1,0,-1,-1,-1.0
0,0,-1,0,-1,-1,-1.0
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
1,250000000,84,1,250000000,250000000,590.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
5,0,8,1,22288000,22288000,265.4
-3,-3,-3,-3,-3,-3,-3.0
5,0,8,1,22288000,22288000,265.4
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
1,0,1062,0,-1,-1,72.9
5,0,8,1,22288000,22288000,265.4
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
1,0,1062,0,-1,-1,72.9
5,0,8,1,22288000,22288000,265.4
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,7269311925,1557,1,7269311925,7269311925,139.2
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
18,3055510510,15,5,3314651254,662930250,-5.4
0,7269311925,1557,1,7269311925,7269311925,139.2
18,3055510510,15,5,3314651254,662930250,-5.4
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,967499164,172,2,967499164,483749582,234.66666666666666
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
0,967499164,172,2,967499164,483749582,234.66666666666666
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
1,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,259607921,267,2,259607921,129803960,283.5
0,259607921,267,2,259607921,129803960,283.5
0,297334099,257,1,297334099,297334099,592.0
-3,-3,-3,-3,-3,-3,-3.0
0,297334099,257,1,297334099,297334099,592.0
-3,-3,-3,-3,-3,-3,-3.0
0,297334099,257,1,297334099,297334099,592.0
-3,-3,-3,-3,-3,-3,-3.0
0,297334099,257,1,297334099,297334099,592.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,2845763433,146,3,3685763433,1228587811,198.33333333333334
0,2845763433,146,3,3685763433,1228587811,198.33333333333334
-3,-3,-3,-3,-3,-3,-3.0
9,737240233,39,5,1403840233,280768046,116.57142857142857
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
9,737240233,39,5,1403840233,280768046,116.57142857142857
-3,-3,-3,-3,-3,-3,-3.0
0,297334099,257,1,297334099,297334099,592.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
0,297334099,257,1,297334099,297334099,592.0
0,18187711912,817,1,18187711912,18187711912,137.33333333333334
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,2519,0,-1,-1,835.3333333333334
0,18187711912,817,1,18187711912,18187711912,137.33333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,18187711912,817,1,18187711912,18187711912,137.33333333333334
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,18187711912,817,1,18187711912,18187711912,137.33333333333334
0,0,1359,0,-1,-1,153.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
0,0,1359,0,-1,-1,153.5
-3,-3,-3,-3,-3,-3,-3.0
33,1046032985,48,1,1046032985,1046032985,251.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1639,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1359,0,-1,-1,153.5
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1359,0,-1,-1,153.5
0,0,1639,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,505555560,309,1,505555560,505555560,0.0
0,0,1639,0,-1,-1,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
0,0,1639,0,-1,-1,0.0
0,505555560,309,1,505555560,505555560,0.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,505555560,309,1,505555560,505555560,0.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,505555560,309,1,505555560,505555560,0.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
0,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
0,0,1359,0,-1,-1,153.5
0,0,-1,0,-1,-1,-1.0
2,1766563873,155,1,1766563873,1766563873,441.0
0,0,1359,0,-1,-1,153.5
2,1766563873,155,1,1766563873,1766563873,441.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
3,1930703189,49,3,1930703189,643567729,339.6
3,1930703189,49,3,1930703189,643567729,339.6
2,0,-1,0,-1,-1,-1.0
2,0,-1,0,-1,-1,-1.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,217320883,729,1,217320883,217320883,524.0
-3,-3,-3,-3,-3,-3,-3.0
0,217320883,729,1,217320883,217320883,524.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
0,217320883,729,1,217320883,217320883,524.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
-3,-3,-3,-3,-3,-3,-3.0
